customer_age,monthly_spend,visits,complaints,customer_index,high_risk
46,9738.351622361704,72,3,3.657383516223617,1
24,428.4063489867079,29,3,1.404284063489867,0
23,2369.2403102476223,56,3,2.4836924031024763,1
22,522.0493609931418,52,2,2.3652204936099315,0
53,4828.963604690815,1,4,0.8282896360469081,0
76,2.70227414761177,25,1,2.440027022741476,0
51,27.287779525429727,31,2,2.100272877795254,0
43,73110.21271156824,76,2,4.471102127115683,1
22,49.34762006360008,28,2,1.4004934762006362,0
60,23.22527234991748,73,1,4.040232252723499,1
31,296.90499197949066,52,2,2.5429690499197948,1
47,11702.03618285683,41,2,2.537020361828568,1
30,13718.091384488764,65,2,3.177180913844888,1
74,835.1847263650711,8,4,1.4883518472636508,0
26,37090.72670893289,61,2,3.170907267089329,1
64,33347.445235925385,8,0,1.933474452359254,0
78,1130.0094442715251,61,1,3.931300094442715,1
32,0.7784971200847868,10,1,0.9600077849712008,0
37,263466.5553461527,76,3,6.174665553461527,1
31,130.03073766221377,14,3,0.9413003073766222,0
65,2142.944090687843,25,1,2.2414294409068782,0
39,8487.441262246883,73,1,3.704874412622469,1
60,67.84056599722642,73,4,3.800678405659972,1
29,632.2711397894583,32,2,1.7063227113978947,0
39,492.9539099359403,59,2,2.984929539099359,1
56,426.1848331872616,30,1,2.2442618483318726,0
57,206.01026626445824,17,2,1.6620601026626447,0
43,1478.288985093113,19,0,1.6347828898509311,0
24,7944.304668581787,18,0,1.279443046685818,0
45,4151.025907458619,5,2,0.9815102590745862,0
51,1007.8764778608306,61,2,3.3100787647786083,1
58,8.63931464570955,25,2,2.000086393146457,0
58,18931.66172533373,42,1,2.949316617253337,1
22,1193.0896771693142,51,0,2.4919308967716933,1
52,89.57802851567547,32,2,2.1608957802851565,0
52,252.20013420003283,23,0,1.9625220013420008,0
56,2145.2069275709214,66,5,3.381452069275709,1
19,1165.951068407981,47,3,2.03165951068408,0
34,267.2991954148279,24,3,1.4026729919541483,0
24,196.09434830780236,65,2,2.9219609434830778,1
18,22.879061469780726,34,3,1.4802287906146978,0
39,151.453651488104,39,1,2.261514536514881,0
77,69.73747334326357,27,2,2.4606973747334324,0
62,223.336007446674,45,2,2.8822333600744665,1
19,9428.894161463732,20,1,1.1942889416146374,0
21,50.96147433340228,70,2,3.060509614743334,1
49,75.6260095111185,52,1,2.980756260095111,1
23,273.95051537494896,76,3,3.2627395051537498,1
27,66.89899123311925,73,3,3.2206689899123315,1
70,313.2534287510678,4,1,1.4831325342875106,0
76,76.69977927616637,72,2,4.240766997792761,1
51,27.799291702050777,33,1,2.2602779929170205,0
44,811.8469387134637,64,5,3.0481184693871346,1
73,3488.097013690588,70,1,4.214880970136906,1
41,77.52302861278838,44,3,2.340775230286128,0
67,1626.94349838035,21,3,1.956269434983804,0
38,142.52304715176408,57,2,2.8814252304715176,1
74,99.19248380693546,49,4,3.1209919248380698,1
58,887.6116575875568,3,2,1.1288761165758754,0
63,262468.6408100866,42,2,5.404686408100866,1
60,0.6656431896714807,70,2,3.840006656431897,1
62,49993.49681355404,56,2,3.819934968135541,1
31,259.9112949685689,14,2,1.022599112949686,0
44,117.37065389789022,1,1,0.8411737065389789,0
56,209.60443398781547,53,2,3.0820960443398784,1
30,62.32514076158644,19,2,1.200623251407616,0
27,114.77655594707112,23,1,1.3811477655594708,0
64,5227.355423890615,59,3,3.4522735542389063,1
31,45.44369394412461,58,0,2.940454436939441,1
18,28270.8082573544,21,4,1.162708082573544,0
45,2127.3955363067785,44,1,2.601273955363068,1
35,108.99797534838444,56,1,2.861089979753484,1
72,36383.54429501911,27,3,2.643835442950192,1
30,5339.463026736253,9,0,1.0133946302673629,0
49,550.0388850679715,33,0,2.30550038885068,0
66,57.32434201504744,74,1,4.20057324342015,1
64,3128.1853914949565,75,3,4.071281853914949,1
29,1903.8650129703387,54,2,2.599038650129703,1
44,15.57052650035542,66,3,3.2801557052650034,1
53,18.326059338730683,40,2,2.500183260593388,1
40,141448.53203917606,44,0,3.9744853203917607,1
58,251.46639231341345,40,1,2.682514663923134,1
22,58.14754617774342,68,6,2.6805814754617776,1
30,11.03985899689479,7,1,0.800110398589969,0
77,87.85753922544158,44,3,3.0608785753922545,1
55,6406.385940062239,42,1,2.7640638594006224,1
59,4.359193273655196,78,4,3.980043591932736,1
78,1216.6519375776584,44,1,3.2521665193757765,1
49,118.1467422518956,8,2,1.1411814674225191,0
55,751.3209077403247,19,4,1.5475132090774033,0
56,89.15963959339086,37,3,2.360891596395934,0
36,179.0723201589524,8,1,0.9617907232015896,0
57,429.807884142733,76,1,4.104298078841428,1
39,21342.397056591748,49,5,2.5534239705659174,1
24,720.3729864696901,43,1,2.127203729864697,0
39,34326.04837473701,36,1,2.4832604837473697,1
61,568.5881943187336,67,2,3.7456858819431873,1
42,1497.6555845995588,71,0,3.694976555845996,1
69,30.050193961939343,28,1,2.42030050193962,0
63,2184.8447599247165,15,1,1.8018484475992471,0
77,393.6973846260741,39,1,3.0239369738462605,1
68,86.00371491113813,34,2,2.5608600371491117,1
57,8.584270092117215,47,7,2.4600858427009213,0
60,7622.941088448774,20,1,1.996229410884488,0
60,7024.1577232064965,67,1,3.870241577232065,1
30,1.607729082407353,50,2,2.440016077290824,0
51,4073.406471882744,73,4,3.660734064718828,1
50,800.2832738187036,34,4,2.048002832738188,0
49,339.21857112542057,38,0,2.503392185711254,1
40,3.354019590816337,57,1,3.0000335401959086,1
77,97.2732927712449,4,2,1.5409727329277123,0
53,938.8221605283046,58,0,3.389388221605283,1
21,17.53131946352359,44,3,1.9401753131946355,0
72,33.862096749964586,26,1,2.4003386209674997,0
19,145.47031697104077,51,4,2.101454703169711,0
34,8257.98523697377,8,0,1.082579852369738,0
43,7041.999957497347,77,4,3.690419999574974,1
20,2.4956937543673883,3,0,0.5200249569375437,0
22,2348.2189615512475,33,1,1.7034821896155123,0
22,4790.597189391026,32,5,1.3679059718939102,0
63,198.5597493052996,65,3,3.621985597493053,1
37,1543.5180202519894,21,1,1.5154351802025197,0
21,36125.136861634666,73,1,3.6212513686163454,1
30,31.048758558105558,20,1,1.320310487585581,0
62,6648.607795953913,69,2,3.9064860779595394,1
73,104.33576382167392,30,0,2.6610433576382166,1
29,16501.423193392595,78,2,3.7050142319339257,1
57,23.06904108481255,3,3,1.0202306904108485,0
65,15.259229067243192,19,4,1.7401525922906724,0
47,7387.7082741737695,6,2,1.093877082741738,0
30,1115.6121918729357,73,3,3.2911561219187293,1
56,699.4306068727325,58,1,3.3669943060687277,1
19,3995.271098186604,23,0,1.339952710981866,0
18,471.1532897563882,56,3,2.364711532897564,0
23,2484.6344749293744,35,3,1.644846344749294,0
53,1105.067706807042,78,0,4.191050677068071,1
22,1339.913293359156,5,1,0.5733991329335916,0
73,6060.251547687375,69,1,4.200602515476874,1
75,348.5908822760524,14,5,1.6634859088227607,0
38,287.72425063294213,32,6,1.5628772425063295,0
66,90.59471683947773,19,2,1.920905947168395,0
28,43.81011412984754,40,3,1.9204381011412983,0
58,587391.536134055,64,0,9.593915361340551,1
70,18.5141440808076,28,3,2.280185141440808,0
24,167.15645079361687,72,0,3.361671564507936,1
74,444.1009900514388,26,3,2.2844410099005144,0
38,320.39620798261484,56,1,2.9232039620798265,1
45,7642.246190547611,67,1,3.576422461905476,1
45,7.23745405390797,27,2,1.8200723745405396,0
77,335.3618077842733,48,3,3.2233536180778426,1
37,1544.8097860666985,69,2,3.355448097860667,1
56,578.8597177783827,34,5,2.085788597177784,0
20,8.31932983335375,79,2,3.4000831932983338,1
57,664.6208162130229,50,3,2.9066462081621305,1
46,3083.8470715845547,46,6,2.310838470715846,0
78,184.1660298432146,38,2,2.921841660298432,1
74,42.58766229002369,20,1,2.2004258766229,0
49,95.56976715351438,43,2,2.540955697671535,1
19,11791.728399786654,46,2,2.1779172839978664,0
27,3439.505082322938,54,2,2.574395050823229,1
33,7.582850185937652,21,1,1.420075828501859,0
61,368.3939580809139,23,2,1.983683939580809,0
74,12.999963337411762,19,1,2.160129999633374,0
76,5.801558363233788,3,0,1.6400580155836324,0
49,6610.738440187752,18,3,1.5261073844018775,0
77,1926.452161989868,32,3,2.599264521619899,1
65,834.3353653434825,25,1,2.2283433536534347,0
54,130.80100195531136,3,4,0.8813080100195532,0
49,2.6060000021580025,25,3,1.7400260600000217,0
41,1604.254759671965,63,1,3.2760425475967194,1
29,4015.386446020445,16,4,0.9401538644602044,0
22,304.376822923956,1,3,0.2430437682292395,0
33,419664.50000430096,22,4,5.41664500004301,1
23,3089.3629308534764,26,1,1.4508936293085348,0
70,72.95170365878803,20,5,1.8007295170365882,0
59,965.7346354712632,36,1,2.5496573463547128,1
33,931.8532736903132,27,0,1.7493185327369032,0
69,13.112295052086733,27,4,2.140131122950521,0
72,317.3544433236211,5,4,1.323173544433236,0
60,254.57954890891008,53,2,3.162545795489089,1
62,2438.011377585946,48,1,3.1043801137758598,1
44,51815.96159337059,18,3,1.8781596159337064,0
74,9475.200598993892,15,3,1.934752005989939,0
27,1.4794644737957496,15,3,0.9000147946447379,0
74,1094.240513537939,5,1,1.6109424051353791,0
54,1.648830541390695,47,2,2.800016488305414,1
62,3394.180673332892,49,2,3.0739418067333286,1
64,668.0290157516259,50,1,3.206680290157516,1
48,11.061838332524024,12,3,1.2001106183833252,0
22,14.412941000198549,25,1,1.3601441294100018,0
55,54.32680376855278,44,0,2.8605432680376857,1
37,205.2604828101828,64,2,3.142052604828102,1
72,8.493788242421664,39,2,2.840084937882424,1
63,396.6321113775497,56,4,3.183966321113776,1
40,506.768535085872,60,5,2.805067685350859,1
75,36.23879548343537,24,1,2.3803623879548343,0
42,859.2160822047247,27,1,1.8485921608220472,0
45,267.27730395972804,22,2,1.6226727730395971,0
51,257.3836036058599,57,7,2.7425738360360588,1
46,871.0101210543221,47,1,2.7287101012105435,1
75,29.92565426144186,24,0,2.4602992565426143,0
39,11449.006557954955,47,1,2.69449006557955,1
50,621.1425506113058,19,3,1.526211425506113,0
47,7.268747279162548,78,3,3.8200726874727913,1
22,148.40225090799808,37,2,1.76148402250908,0
55,32.28205969163219,36,2,2.380322820596916,0
58,421.1520296506521,9,3,1.2842115202965063,0
60,29.925502783381283,30,1,2.320299255027834,0
39,20.34266167718789,58,3,2.8602034266167715,1
26,5735.507428997124,55,1,2.6973550742899715,1
76,4612.123359279216,20,1,2.286121233592792,0
53,49.75685380269891,42,0,2.740497568538027,1
35,212.7811016176752,4,0,0.8621278110161769,0
41,541.484499952605,15,2,1.2654148449995262,0
64,17.754260813935105,70,1,4.00017754260814,1
51,573.0646239047666,20,2,1.6657306462390478,0
71,67.78355396584463,39,3,2.7406778355396586,1
49,5713.236073280306,79,3,3.9571323607328033,1
40,501.1191294827015,60,3,2.9650111912948267,1
70,65.1952381603486,17,1,2.000651952381604,0
79,603.2050649644867,49,3,3.306032050649645,1
18,686.9092334257539,78,0,3.4868690923342576,1
63,26.906600400949724,5,4,1.1402690660040091,0
31,143.70423379629133,47,1,2.421437042337963,0
28,27.33193551755997,23,1,1.4002733193551755,0
60,3.35222923668017,14,1,1.6800335222923668,0
77,3.6036299425171374,38,0,3.060036036299425,1
37,9357.48362730509,1,1,0.7935748362730509,0
34,23226.149637551214,15,5,1.1122614963755124,0
20,150.2962733596802,18,6,0.6415029627335969,0
46,843.5477262600142,17,1,1.5284354772626,0
23,68.50429457816658,53,3,2.3406850429457817,0
76,789.4188907755964,2,2,1.447894188907756,0
76,32.95788274213411,27,3,2.3603295788274217,0
63,6287.75055585144,61,1,3.6828775055585146,1
78,53.07757422386709,20,3,2.120530775742239,0
74,79.20813111663783,34,3,2.600792081311166,1
32,72.28419842529776,32,1,1.840722841984253,0
61,178.1275413678978,55,2,3.261781275413679,1
76,297.8991296780374,31,2,2.60297899129678,1
20,66.86318947199271,35,1,1.72066863189472,0
33,193.69267758996256,79,1,3.7419369267759,1
65,3943.946300760765,44,5,2.699439463007608,1
60,1025.352103450681,31,1,2.3702535210345066,0
72,120.48467928033784,56,1,3.6012048467928035,1
63,24.463424917180877,62,3,3.500244634249172,1
74,1144.5333656729397,71,2,4.171445333656729,1
26,149.4020848208409,40,5,1.7214940208482088,0
43,19.639215807865668,53,3,2.7401963921580785,1
51,54.18219562729183,54,1,3.100541821956273,1
44,12.99979631240206,58,1,3.120129997963124,1
42,2506.0805758460224,12,2,1.1850608057584602,0
77,18.85273041852787,4,2,1.540188527304185,0
65,955.0410916752246,71,1,4.069550410916753,1
51,20.813890047073823,38,1,2.4602081389004704,0
76,479.2289461072237,62,4,3.684792289461072,1
26,3.5287106372529733,62,2,2.8400352871063723,1
69,9607.74476707511,47,3,3.116077447670751,1
46,4023.81128365034,69,2,3.560238112836504,1
46,8271.443319606826,22,0,1.8827144331960683,0
45,70.31531588178706,7,2,1.020703153158818,0
20,39.850549707661614,79,2,3.4003985054970767,1
26,28989.04416949488,4,0,0.9698904416949488,0
45,1293.6861649226942,5,1,1.032936861649227,0
49,18.08823589978976,8,2,1.140180882358998,0
38,730.9171108437962,11,2,1.047309171108438,0
75,169.82624319339794,9,3,1.621698262431934,0
36,854.1409040276839,20,1,1.4485414090402768,0
52,44.21269557654312,48,0,2.960442126955765,1
67,97.7016573195165,44,4,2.780977016573196,1
38,2.118587104294302,45,2,2.4000211858710427,0
29,3349.811885994985,71,1,3.373498118859949,1
19,229.6631873466799,68,4,2.782296631873467,1
76,23.12860650674137,46,3,3.120231286065067,1
33,34.56191172038542,68,0,3.380345619117204,1
65,226.00387093700297,64,2,3.70226003870937,1
